date,amount,vendor,location,transaction_type
2024-02-13,869,Zomato,Mumbai,Transfer
2024-02-14,4850,Flipkart,Mumbai,Transfer
2024-01-12,6347,Zomato,Bangalore,Food
2024-01-10,804,Zomato,Bangalore,Food
2024-01-09,8016,Flipkart,Delhi,Food
2024-01-21,124708,Unknown,Pune,Transfer
2024-02-21,9756,Zomato,Pune,Online
2024-01-28,8445,Zomato,Delhi,Food
2024-01-06,9416,Flipkart,Mumbai,Online
2024-02-16,3957,Swiggy,Delhi,Online
2024-01-06,5276,Swiggy,Pune,Transfer
2024-02-01,5448,Zomato,Delhi,Food
2024-02-01,9397,Zomato,Pune,Food
2024-01-02,790,Zomato,Mumbai,Online
2024-02-03,1116,Amazon,Bangalore,Food
2024-01-15,4369,Flipkart,Mumbai,Food
2024-02-29,6377,Swiggy,Pune,Online
2024-02-14,155908,Unknown,Pune,Food
2024-02-28,4286,Amazon,Pune,Online
2024-02-05,204626,Unknown,Mumbai,Transfer
2024-02-20,2946,Amazon,Pune,Online
2024-02-13,7245,Swiggy,Bangalore,Food
2024-02-02,122203,Unknown,Delhi,Online
2024-01-19,7495,Flipkart,Delhi,Food
2024-02-07,227365,Unknown,Bangalore,Online
2024-01-08,3354,Swiggy,Delhi,Food
2024-02-24,2659,Flipkart,Pune,Food
2024-02-11,5520,Zomato,Pune,Transfer
2024-01-19,81876,Unknown,Bangalore,Food
2024-02-19,2688,Swiggy,Pune,Transfer
2024-02-04,7360,Zomato,Mumbai,Online
2024-01-15,593,Amazon,Bangalore,Food
2024-02-20,2587,Flipkart,Mumbai,Online
2024-01-05,596,Amazon,Mumbai,Transfer
2024-01-19,1766,Amazon,Mumbai,Food
2024-02-13,9758,Zomato,Delhi,Online
2024-01-31,9344,Swiggy,Delhi,Transfer
2024-01-07,9848,Zomato,Bangalore,Online
2024-02-24,884,Flipkart,Mumbai,Transfer
2024-01-07,1902,Amazon,Pune,Online
2024-01-31,213476,Unknown,Mumbai,Transfer
2024-02-20,2889,Swiggy,Pune,Transfer
2024-01-26,4017,Swiggy,Bangalore,Online
2024-01-04,83204,Unknown,Bangalore,Transfer
2024-02-29,3869,Flipkart,Mumbai,Online
2024-02-14,1047,Amazon,Bangalore,Online
2024-01-24,270887,Unknown,Bangalore,Online
2024-02-04,2552,Swiggy,Delhi,Online
2024-01-29,140015,Unknown,Pune,Food
2024-01-25,1006,Zomato,Mumbai,Food
2024-02-16,246461,Unknown,Delhi,Transfer
2024-01-02,8791,Zomato,Delhi,Transfer
2024-02-02,5221,Amazon,Bangalore,Food
2024-01-27,3768,Flipkart,Mumbai,Transfer
2024-02-13,943,Swiggy,Mumbai,Food
2024-01-27,151569,Unknown,Bangalore,Transfer
2024-01-18,9080,Amazon,Bangalore,Online
2024-01-07,1750,Swiggy,Bangalore,Food
2024-02-13,150752,Unknown,Pune,Food
2024-02-02,6774,Swiggy,Mumbai,Transfer
2024-02-03,4687,Swiggy,Mumbai,Online
2024-02-20,7168,Amazon,Bangalore,Transfer
2024-01-14,9254,Amazon,Mumbai,Transfer
2024-02-16,6106,Zomato,Pune,Online
2024-02-26,4269,Flipkart,Pune,Online
2024-01-02,2633,Amazon,Mumbai,Food
2024-03-01,8292,Swiggy,Mumbai,Online
2024-01-29,9996,Amazon,Delhi,Food
2024-02-07,3018,Zomato,Delhi,Food
2024-02-05,9784,Zomato,Bangalore,Food
2024-02-03,2970,Zomato,Mumbai,Transfer
2024-02-17,74229,Unknown,Bangalore,Food
2024-02-02,5385,Amazon,Delhi,Online
2024-01-28,9808,Amazon,Delhi,Online
2024-02-28,2209,Amazon,Pune,Online
2024-02-03,1649,Flipkart,Mumbai,Transfer
2024-01-13,7464,Zomato,Pune,Online
2024-02-11,6224,Flipkart,Bangalore,Food
2024-01-16,2345,Zomato,Delhi,Food
2024-02-24,1700,Amazon,Pune,Online
2024-01-10,2517,Swiggy,Pune,Online
2024-01-05,1938,Flipkart,Delhi,Food
2024-01-02,6335,Swiggy,Pune,Food
2024-02-22,127326,Unknown,Mumbai,Online
2024-01-05,7152,Flipkart,Delhi,Food
2024-02-04,7234,Amazon,Pune,Transfer
2024-02-29,3131,Zomato,Mumbai,Food
2024-01-02,7731,Zomato,Mumbai,Transfer
2024-02-04,2873,Amazon,Mumbai,Transfer
2024-02-03,6572,Swiggy,Mumbai,Online
2024-02-28,775,Swiggy,Bangalore,Online
2024-01-05,1306,Swiggy,Delhi,Online
2024-02-12,138216,Unknown,Mumbai,Transfer
2024-01-19,4830,Flipkart,Delhi,Online
2024-01-31,9051,Amazon,Pune,Food
2024-02-26,7097,Flipkart,Mumbai,Transfer
2024-01-23,66210,Unknown,Bangalore,Transfer
2024-01-18,3223,Zomato,Delhi,Food
2024-02-08,174220,Unknown,Pune,Transfer
2024-01-14,5136,Amazon,Mumbai,Online
2024-01-05,173078,Unknown,Delhi,Online
2024-01-01,249077,Unknown,Pune,Food
2024-01-14,7783,Swiggy,Mumbai,Transfer
2024-02-06,2251,Flipkart,Mumbai,Online
2024-02-08,7365,Amazon,Delhi,Online
2024-01-22,4718,Swiggy,Bangalore,Food
2024-02-14,256923,Unknown,Bangalore,Food
2024-01-26,9087,Zomato,Pune,Food
2024-01-02,3599,Swiggy,Mumbai,Online
2024-02-23,9674,Swiggy,Pune,Transfer
2024-01-29,2669,Flipkart,Bangalore,Online
2024-01-23,9089,Swiggy,Delhi,Food
2024-01-17,78226,Unknown,Mumbai,Transfer
2024-02-08,4702,Zomato,Mumbai,Online
2024-02-10,111761,Unknown,Bangalore,Food
2024-02-28,8611,Flipkart,Delhi,Online
2024-01-28,209551,Unknown,Pune,Food
2024-02-07,9845,Zomato,Bangalore,Food
2024-01-17,4464,Swiggy,Mumbai,Food
2024-02-05,8869,Amazon,Delhi,Transfer
2024-01-22,751,Amazon,Mumbai,Food
2024-01-29,194838,Unknown,Pune,Transfer
2024-01-12,5690,Zomato,Delhi,Online
2024-03-01,751,Amazon,Mumbai,Transfer
2024-02-14,1554,Zomato,Pune,Online
2024-01-29,4084,Flipkart,Mumbai,Transfer
2024-02-26,110393,Unknown,Delhi,Online
2024-01-15,7557,Zomato,Bangalore,Food
2024-02-16,614,Amazon,Mumbai,Online
2024-01-08,7079,Swiggy,Mumbai,Transfer
2024-01-21,115861,Unknown,Pune,Transfer
2024-01-03,7449,Swiggy,Bangalore,Food
2024-01-05,5947,Flipkart,Bangalore,Online
2024-02-20,2784,Flipkart,Bangalore,Transfer
2024-02-17,8951,Amazon,Pune,Online
2024-02-26,7829,Swiggy,Bangalore,Transfer
2024-02-24,7849,Swiggy,Mumbai,Online
2024-01-30,270164,Unknown,Delhi,Transfer
2024-01-18,8319,Amazon,Bangalore,Food
2024-01-06,4955,Flipkart,Pune,Transfer
2024-02-21,110269,Unknown,Delhi,Food
2024-01-05,7988,Swiggy,Mumbai,Food
2024-02-28,8187,Zomato,Pune,Food
2024-01-11,4827,Zomato,Pune,Food
2024-01-08,9587,Flipkart,Mumbai,Food
2024-02-26,2593,Zomato,Mumbai,Transfer
2024-02-13,2019,Swiggy,Delhi,Transfer
2024-02-08,689,Flipkart,Delhi,Online
2024-01-14,1270,Flipkart,Pune,Food
2024-01-09,933,Amazon,Bangalore,Food
2024-02-13,9660,Swiggy,Bangalore,Online
2024-01-27,5912,Amazon,Pune,Transfer
2024-02-26,4231,Amazon,Pune,Transfer
2024-01-22,8092,Amazon,Bangalore,Food
2024-01-07,5026,Flipkart,Bangalore,Online
2024-01-06,6452,Zomato,Pune,Online
2024-01-08,5534,Zomato,Delhi,Transfer
2024-02-10,3730,Amazon,Pune,Food
2024-02-28,7276,Swiggy,Pune,Transfer
2024-02-21,5573,Zomato,Delhi,Food
2024-01-16,6008,Flipkart,Pune,Online
2024-01-15,8616,Swiggy,Pune,Transfer
2024-02-26,201148,Unknown,Delhi,Transfer
2024-01-02,3549,Swiggy,Bangalore,Transfer
2024-01-04,5497,Amazon,Bangalore,Transfer
2024-02-22,8185,Swiggy,Mumbai,Transfer
2024-01-21,5098,Amazon,Pune,Online
2024-01-09,239711,Unknown,Pune,Online
2024-02-11,1417,Flipkart,Mumbai,Online
2024-01-11,3706,Swiggy,Mumbai,Online
2024-01-22,5514,Flipkart,Delhi,Online
2024-02-14,6795,Amazon,Mumbai,Online
2024-01-04,286761,Unknown,Mumbai,Online
2024-01-09,6733,Swiggy,Delhi,Online
2024-01-06,3847,Amazon,Bangalore,Online
2024-01-23,116439,Unknown,Mumbai,Food
2024-03-01,1815,Flipkart,Pune,Food
2024-01-24,6544,Swiggy,Pune,Food
2024-01-06,2869,Zomato,Mumbai,Food
2024-02-20,122278,Unknown,Delhi,Food
2024-01-24,209963,Unknown,Delhi,Food
2024-01-27,218863,Unknown,Bangalore,Online
2024-01-31,6441,Flipkart,Mumbai,Transfer
2024-02-28,1945,Swiggy,Pune,Food
2024-02-16,80139,Unknown,Pune,Transfer
2024-02-03,5214,Flipkart,Pune,Online
2024-02-16,143813,Unknown,Pune,Food
2024-02-13,3026,Zomato,Bangalore,Online
2024-02-14,65386,Unknown,Bangalore,Food
2024-01-06,177675,Unknown,Mumbai,Food
2024-01-29,6825,Swiggy,Delhi,Transfer
2024-01-12,3351,Zomato,Bangalore,Food
2024-02-12,3595,Amazon,Bangalore,Transfer
2024-02-03,6376,Amazon,Bangalore,Food
2024-01-07,1414,Flipkart,Bangalore,Transfer
2024-01-13,5071,Flipkart,Mumbai,Transfer
2024-01-09,9620,Zomato,Mumbai,Online
2024-02-08,8779,Amazon,Mumbai,Food
2024-02-12,151409,Unknown,Delhi,Food
2024-01-05,2439,Flipkart,Pune,Transfer
2024-02-02,5029,Amazon,Delhi,Online
2024-01-30,277987,Unknown,Bangalore,Food
2024-02-19,7054,Swiggy,Mumbai,Food
2024-01-23,3293,Zomato,Mumbai,Transfer
2024-01-13,1353,Flipkart,Pune,Transfer
2024-03-01,238178,Unknown,Bangalore,Food
2024-02-09,851,Zomato,Pune,Food
2024-01-31,5215,Swiggy,Pune,Transfer
2024-01-09,2616,Zomato,Bangalore,Food
2024-01-28,1766,Swiggy,Mumbai,Food
2024-02-18,8283,Flipkart,Pune,Transfer
2024-01-12,6895,Amazon,Pune,Transfer
2024-01-28,163465,Unknown,Bangalore,Transfer
2024-02-03,1918,Flipkart,Mumbai,Online
2024-01-01,181265,Unknown,Pune,Transfer
2024-01-31,1644,Amazon,Pune,Online
2024-01-28,3637,Swiggy,Delhi,Transfer
2024-02-16,9990,Swiggy,Bangalore,Food
2024-01-21,3653,Swiggy,Delhi,Transfer
2024-02-06,5768,Swiggy,Bangalore,Food
2024-01-27,86338,Unknown,Pune,Food
2024-01-12,221881,Unknown,Delhi,Food
2024-02-03,1692,Amazon,Delhi,Transfer
2024-02-01,2300,Zomato,Pune,Transfer
2024-02-22,3691,Flipkart,Delhi,Transfer
2024-02-14,3808,Flipkart,Mumbai,Food
2024-02-25,9201,Zomato,Pune,Transfer
2024-02-04,223333,Unknown,Mumbai,Online
2024-01-17,9717,Flipkart,Pune,Transfer
2024-01-02,5672,Amazon,Pune,Transfer
2024-01-19,6842,Flipkart,Pune,Online
2024-02-14,1864,Amazon,Pune,Food
2024-01-18,3753,Swiggy,Pune,Online
2024-02-19,5869,Amazon,Delhi,Food
2024-01-03,9218,Swiggy,Mumbai,Food
2024-02-25,81072,Unknown,Mumbai,Online
2024-02-20,8850,Amazon,Delhi,Food
2024-01-26,164892,Unknown,Mumbai,Food
2024-02-15,7883,Amazon,Mumbai,Food
2024-03-01,2966,Swiggy,Pune,Food
2024-02-03,249162,Unknown,Delhi,Food
2024-01-23,1328,Zomato,Mumbai,Food
2024-02-12,8635,Amazon,Mumbai,Transfer
2024-01-05,1444,Flipkart,Bangalore,Transfer
2024-01-12,9970,Amazon,Mumbai,Online
2024-01-02,2879,Zomato,Bangalore,Food
2024-02-23,6600,Swiggy,Delhi,Food
2024-02-13,2917,Flipkart,Mumbai,Transfer
2024-01-04,6621,Amazon,Delhi,Food
2024-01-24,5387,Amazon,Delhi,Online
2024-01-17,3152,Flipkart,Mumbai,Transfer
2024-01-13,4693,Swiggy,Bangalore,Transfer
2024-02-10,2404,Amazon,Bangalore,Food
2024-02-01,283347,Unknown,Mumbai,Transfer
2024-01-09,3445,Swiggy,Pune,Food
2024-01-23,223484,Unknown,Bangalore,Food
2024-01-29,9312,Swiggy,Pune,Food
2024-01-24,274549,Unknown,Mumbai,Online
2024-01-17,280739,Unknown,Mumbai,Transfer
2024-01-17,9672,Flipkart,Pune,Transfer
2024-02-13,1445,Swiggy,Mumbai,Online
2024-02-26,7808,Flipkart,Mumbai,Food
2024-01-30,6942,Flipkart,Mumbai,Food
2024-02-01,296944,Unknown,Mumbai,Online
2024-02-22,5585,Zomato,Bangalore,Transfer
2024-01-06,2767,Amazon,Bangalore,Online
2024-01-09,3289,Zomato,Bangalore,Transfer
2024-02-02,6408,Zomato,Bangalore,Transfer
2024-01-13,4745,Amazon,Pune,Online
2024-01-13,3581,Swiggy,Delhi,Online
2024-02-22,5645,Flipkart,Delhi,Food
2024-01-16,1620,Zomato,Pune,Online
2024-02-01,4273,Flipkart,Pune,Online
2024-01-06,7977,Zomato,Pune,Transfer
2024-02-21,3466,Flipkart,Mumbai,Transfer
2024-02-28,4546,Zomato,Bangalore,Food
2024-01-02,2323,Zomato,Mumbai,Online
2024-01-07,1547,Zomato,Delhi,Food
2024-01-27,297183,Unknown,Bangalore,Online
2024-01-09,3702,Flipkart,Bangalore,Online
2024-01-29,4581,Flipkart,Mumbai,Online
2024-01-04,2018,Flipkart,Pune,Transfer
2024-02-26,981,Swiggy,Bangalore,Online
2024-02-19,6157,Swiggy,Pune,Food
2024-02-15,8428,Flipkart,Mumbai,Transfer
2024-01-27,9145,Flipkart,Delhi,Online
2024-02-18,103035,Unknown,Pune,Online
2024-01-29,2897,Zomato,Pune,Online
2024-02-28,6838,Swiggy,Bangalore,Food
2024-01-11,2615,Amazon,Delhi,Food
2024-02-12,5876,Swiggy,Bangalore,Food
2024-02-08,2659,Flipkart,Mumbai,Transfer
2024-02-22,1130,Amazon,Delhi,Transfer
2024-02-08,2101,Flipkart,Bangalore,Transfer
2024-01-16,1106,Swiggy,Pune,Transfer
2024-01-23,7971,Amazon,Mumbai,Food
2024-01-11,4618,Swiggy,Pune,Online
2024-01-03,2410,Flipkart,Delhi,Online
2024-01-27,6218,Zomato,Mumbai,Transfer
2024-02-01,104416,Unknown,Pune,Food
2024-01-27,5818,Swiggy,Delhi,Transfer
2024-01-04,9514,Swiggy,Bangalore,Food
2024-01-09,9568,Swiggy,Pune,Transfer
2024-02-02,4138,Swiggy,Mumbai,Food
2024-01-30,1213,Amazon,Mumbai,Transfer
2024-02-09,163414,Unknown,Pune,Transfer
2024-01-15,4247,Amazon,Bangalore,Online
2024-01-29,8168,Flipkart,Mumbai,Transfer
2024-02-10,111983,Unknown,Mumbai,Food
2024-02-13,155693,Unknown,Mumbai,Transfer
2024-01-21,583,Amazon,Mumbai,Food
2024-02-26,8020,Zomato,Mumbai,Transfer
2024-01-20,141987,Unknown,Bangalore,Transfer
2024-01-21,6614,Amazon,Mumbai,Transfer
2024-01-16,3493,Zomato,Mumbai,Transfer
2024-02-22,271547,Unknown,Mumbai,Transfer
2024-01-27,88485,Unknown,Delhi,Online
2024-02-15,5767,Swiggy,Bangalore,Food
2024-01-31,9818,Amazon,Pune,Food
2024-01-15,5865,Flipkart,Delhi,Food
2024-03-01,2421,Swiggy,Pune,Online
2024-01-02,8536,Amazon,Delhi,Food
2024-01-09,7121,Amazon,Delhi,Online
2024-02-03,9686,Flipkart,Pune,Online
2024-02-01,9798,Flipkart,Mumbai,Transfer
2024-01-06,152366,Unknown,Delhi,Transfer
2024-02-19,128594,Unknown,Bangalore,Transfer
2024-01-11,1990,Amazon,Mumbai,Online
2024-01-27,4744,Amazon,Delhi,Food
2024-02-09,1719,Swiggy,Delhi,Food
2024-02-02,286830,Unknown,Delhi,Food
2024-02-16,6278,Amazon,Bangalore,Transfer
2024-02-01,231019,Unknown,Mumbai,Transfer
2024-01-31,4319,Zomato,Mumbai,Transfer
2024-01-20,298808,Unknown,Mumbai,Online
2024-02-02,4326,Zomato,Bangalore,Online
2024-01-16,9196,Amazon,Pune,Food
2024-02-26,2652,Swiggy,Pune,Transfer
2024-02-20,2915,Flipkart,Bangalore,Transfer
2024-02-01,8836,Flipkart,Mumbai,Food
2024-02-02,5300,Amazon,Delhi,Transfer
2024-01-01,1949,Flipkart,Bangalore,Online
2024-01-25,8743,Swiggy,Pune,Online
2024-01-19,537,Amazon,Delhi,Transfer
2024-01-06,5394,Flipkart,Delhi,Online
2024-01-19,1619,Swiggy,Delhi,Online
2024-01-07,125042,Unknown,Pune,Online
2024-01-19,8147,Flipkart,Bangalore,Transfer
2024-02-09,2088,Flipkart,Pune,Food
2024-02-26,7751,Swiggy,Mumbai,Transfer
2024-02-05,8759,Flipkart,Pune,Transfer
2024-01-11,9976,Swiggy,Pune,Online
2024-01-16,5736,Zomato,Pune,Transfer
2024-01-19,9539,Zomato,Delhi,Online
2024-03-01,8828,Zomato,Pune,Online
2024-01-21,6020,Flipkart,Delhi,Food
2024-01-03,6522,Amazon,Mumbai,Online
2024-01-18,6562,Zomato,Bangalore,Online
2024-01-28,216204,Unknown,Mumbai,Food
2024-02-26,3080,Flipkart,Bangalore,Online
2024-02-12,9558,Amazon,Pune,Transfer
2024-01-02,262928,Unknown,Delhi,Transfer
2024-01-09,5675,Amazon,Pune,Online
2024-01-11,7997,Amazon,Mumbai,Transfer
2024-02-14,1300,Amazon,Bangalore,Transfer
2024-02-24,82026,Unknown,Delhi,Online
2024-01-08,9479,Swiggy,Delhi,Online
2024-02-03,7941,Swiggy,Delhi,Online
2024-01-30,1806,Swiggy,Delhi,Online
2024-02-19,95903,Unknown,Pune,Transfer
2024-02-10,1628,Amazon,Pune,Online
2024-01-12,185650,Unknown,Pune,Online
2024-01-01,134300,Unknown,Delhi,Online
2024-02-14,163941,Unknown,Delhi,Online
2024-02-10,101478,Unknown,Bangalore,Online
2024-01-19,5612,Zomato,Mumbai,Transfer
2024-01-07,80485,Unknown,Pune,Transfer
2024-01-01,59977,Unknown,Mumbai,Transfer
2024-01-27,6513,Amazon,Delhi,Food
2024-01-07,2326,Zomato,Pune,Transfer
2024-01-17,9951,Zomato,Pune,Food
2024-02-27,8936,Flipkart,Bangalore,Food
2024-02-11,4648,Swiggy,Bangalore,Food
2024-02-18,5668,Amazon,Bangalore,Transfer
2024-02-02,2479,Zomato,Pune,Food
2024-01-15,9668,Zomato,Mumbai,Transfer
2024-02-16,6127,Flipkart,Mumbai,Food
2024-01-25,2495,Amazon,Delhi,Transfer
2024-02-28,5606,Swiggy,Mumbai,Transfer
2024-01-19,7316,Amazon,Mumbai,Online
2024-01-25,2923,Amazon,Pune,Transfer
2024-01-05,8221,Zomato,Bangalore,Transfer
2024-01-18,9611,Flipkart,Bangalore,Transfer
2024-02-08,7237,Zomato,Pune,Food
2024-01-08,240795,Unknown,Delhi,Food
2024-01-09,199026,Unknown,Bangalore,Transfer
2024-01-03,2278,Amazon,Mumbai,Food
2024-02-07,6874,Zomato,Pune,Online
2024-02-13,593,Amazon,Pune,Online
2024-01-08,683,Amazon,Bangalore,Food
2024-01-31,1040,Zomato,Bangalore,Transfer
2024-02-15,3164,Flipkart,Pune,Transfer
2024-01-14,6022,Amazon,Mumbai,Food
2024-01-13,8069,Swiggy,Mumbai,Food
2024-01-30,269706,Unknown,Mumbai,Food
2024-01-06,6010,Swiggy,Mumbai,Online
2024-02-15,3002,Zomato,Mumbai,Transfer
2024-02-01,852,Swiggy,Pune,Food
2024-01-12,4900,Amazon,Bangalore,Online
2024-01-16,2805,Zomato,Pune,Food
2024-01-19,4441,Flipkart,Bangalore,Transfer
2024-01-05,202628,Unknown,Delhi,Food
2024-02-26,4446,Zomato,Mumbai,Online
2024-02-03,3552,Flipkart,Mumbai,Food
2024-02-04,10000,Amazon,Delhi,Transfer
2024-02-01,7969,Flipkart,Mumbai,Transfer
2024-02-18,1064,Amazon,Pune,Food
2024-01-26,2490,Flipkart,Bangalore,Transfer
2024-02-27,98118,Unknown,Pune,Transfer
2024-01-31,292273,Unknown,Delhi,Online
2024-01-27,284763,Unknown,Bangalore,Transfer
2024-02-14,271134,Unknown,Mumbai,Online
2024-01-05,4147,Zomato,Mumbai,Food
2024-02-27,9161,Amazon,Pune,Food
2024-01-01,2918,Amazon,Bangalore,Transfer
2024-01-15,2463,Swiggy,Mumbai,Transfer
2024-01-04,147569,Unknown,Pune,Online
2024-02-14,1435,Flipkart,Delhi,Food
2024-02-02,7062,Flipkart,Mumbai,Online
2024-02-03,5056,Amazon,Pune,Online
2024-03-01,8553,Flipkart,Pune,Food
2024-01-19,196887,Unknown,Bangalore,Transfer
2024-01-13,6483,Flipkart,Delhi,Food
2024-01-20,8874,Amazon,Bangalore,Transfer
2024-01-17,7364,Amazon,Mumbai,Food
2024-01-03,4914,Amazon,Pune,Food
2024-01-31,6828,Zomato,Pune,Food
2024-01-04,1678,Amazon,Mumbai,Online
2024-01-28,5410,Swiggy,Delhi,Food
2024-01-17,3746,Amazon,Bangalore,Online
2024-02-13,5792,Flipkart,Mumbai,Food
2024-02-23,1310,Amazon,Pune,Transfer
2024-03-01,6530,Swiggy,Delhi,Transfer
2024-01-07,88394,Unknown,Bangalore,Transfer
2024-01-15,7015,Amazon,Bangalore,Online
2024-01-28,91801,Unknown,Mumbai,Transfer
2024-01-13,6361,Swiggy,Pune,Food
2024-01-13,9472,Swiggy,Pune,Transfer
2024-01-21,288986,Unknown,Pune,Online
2024-02-09,4242,Swiggy,Mumbai,Online
2024-01-06,6880,Swiggy,Pune,Transfer
2024-01-29,137747,Unknown,Mumbai,Food
2024-01-23,8978,Zomato,Mumbai,Food
2024-02-23,7896,Flipkart,Delhi,Transfer
2024-02-24,4242,Swiggy,Delhi,Transfer
2024-01-26,80025,Unknown,Pune,Food
2024-02-28,6269,Flipkart,Mumbai,Transfer
2024-02-21,2686,Swiggy,Delhi,Transfer
2024-02-25,2491,Amazon,Delhi,Food
2024-02-21,5599,Flipkart,Mumbai,Online
2024-01-04,9984,Zomato,Pune,Transfer
2024-02-25,6792,Flipkart,Delhi,Transfer
2024-01-15,144221,Unknown,Delhi,Transfer
2024-01-19,90105,Unknown,Pune,Food
2024-01-06,2998,Flipkart,Pune,Food
2024-02-06,161511,Unknown,Pune,Food
2024-02-16,4433,Amazon,Pune,Food
2024-01-17,8674,Flipkart,Mumbai,Food
2024-01-12,5668,Zomato,Bangalore,Online
2024-01-23,7790,Swiggy,Mumbai,Food
2024-02-09,3655,Amazon,Delhi,Online
2024-02-10,299343,Unknown,Bangalore,Transfer
2024-02-28,1651,Flipkart,Bangalore,Online
2024-02-22,4579,Zomato,Mumbai,Food
2024-02-11,85981,Unknown,Delhi,Transfer
2024-02-19,205373,Unknown,Delhi,Online
2024-01-15,4890,Swiggy,Mumbai,Food
2024-01-14,4378,Zomato,Bangalore,Online
2024-01-17,1531,Amazon,Pune,Food
2024-02-03,7016,Amazon,Delhi,Online
2024-01-15,1441,Swiggy,Bangalore,Online
2024-02-02,3484,Flipkart,Delhi,Online
2024-02-23,7362,Zomato,Delhi,Transfer
2024-01-20,5093,Swiggy,Pune,Food
2024-02-11,1831,Amazon,Mumbai,Online
2024-02-02,1784,Amazon,Bangalore,Transfer
2024-01-01,177247,Unknown,Pune,Transfer
2024-01-31,6632,Amazon,Bangalore,Food
2024-01-31,4997,Amazon,Pune,Food
2024-01-06,1477,Swiggy,Delhi,Transfer
2024-02-28,9034,Swiggy,Mumbai,Online
2024-02-24,2650,Flipkart,Delhi,Food
2024-02-15,3994,Amazon,Bangalore,Food
2024-01-15,773,Swiggy,Mumbai,Transfer
2024-01-20,1587,Flipkart,Pune,Food
2024-01-06,4411,Zomato,Mumbai,Online
2024-02-14,5251,Swiggy,Delhi,Online
2024-02-08,6362,Swiggy,Delhi,Transfer
2024-02-04,9259,Flipkart,Pune,Transfer
2024-01-12,2002,Swiggy,Bangalore,Online
2024-01-20,149960,Unknown,Delhi,Transfer
2024-01-13,180124,Unknown,Pune,Transfer
2024-02-13,1960,Swiggy,Mumbai,Food
2024-01-26,6690,Zomato,Bangalore,Food
2024-02-05,2213,Flipkart,Pune,Food
2024-02-16,4416,Zomato,Bangalore,Food
2024-02-18,3092,Zomato,Delhi,Transfer
2024-02-07,9568,Flipkart,Bangalore,Transfer
2024-01-06,5068,Amazon,Pune,Transfer
2024-02-13,5060,Zomato,Mumbai,Transfer
2024-01-12,688,Swiggy,Pune,Transfer
2024-01-16,7728,Zomato,Delhi,Online
2024-01-26,4117,Amazon,Delhi,Food
2024-02-04,5179,Amazon,Delhi,Online
2024-01-03,3305,Flipkart,Bangalore,Online
2024-01-01,5133,Flipkart,Bangalore,Transfer
2024-01-16,9643,Amazon,Pune,Transfer
2024-01-26,119998,Unknown,Bangalore,Food
2024-01-23,9882,Swiggy,Pune,Online
2024-01-05,7906,Flipkart,Bangalore,Transfer
2024-02-06,6268,Zomato,Mumbai,Online
2024-02-18,6462,Swiggy,Mumbai,Transfer
2024-02-06,4024,Swiggy,Delhi,Online
2024-01-27,2733,Amazon,Mumbai,Food
2024-01-09,4023,Amazon,Delhi,Online
2024-01-20,7414,Zomato,Mumbai,Online
2024-02-20,8453,Amazon,Delhi,Online
2024-02-21,9147,Flipkart,Delhi,Food
2024-02-20,764,Swiggy,Delhi,Transfer
2024-02-10,4724,Swiggy,Delhi,Online
2024-02-08,8225,Flipkart,Mumbai,Food
2024-01-10,8585,Swiggy,Mumbai,Transfer
2024-01-13,1005,Flipkart,Mumbai,Transfer
2024-01-28,1781,Flipkart,Delhi,Food
2024-01-26,239189,Unknown,Bangalore,Online
2024-02-02,825,Flipkart,Mumbai,Online
2024-01-18,4537,Amazon,Mumbai,Transfer
2024-02-14,248261,Unknown,Pune,Online
2024-02-19,9789,Swiggy,Delhi,Online
2024-02-15,9435,Flipkart,Mumbai,Transfer
2024-02-26,3910,Zomato,Delhi,Online
2024-02-16,3309,Flipkart,Mumbai,Online
2024-01-03,2179,Zomato,Delhi,Food
2024-02-22,110288,Unknown,Mumbai,Transfer
2024-02-29,4619,Zomato,Mumbai,Food
2024-01-13,9698,Flipkart,Delhi,Food
2024-02-19,3386,Amazon,Delhi,Transfer
2024-01-25,6244,Zomato,Bangalore,Online
2024-01-01,4975,Zomato,Mumbai,Transfer
2024-02-05,5252,Flipkart,Delhi,Food
2024-01-19,9492,Zomato,Mumbai,Transfer
2024-01-23,1233,Amazon,Mumbai,Food
2024-01-03,2822,Flipkart,Delhi,Online
2024-02-01,8525,Swiggy,Mumbai,Transfer
2024-01-09,5111,Zomato,Delhi,Online
2024-01-19,97687,Unknown,Delhi,Online
2024-01-09,5796,Amazon,Bangalore,Online
2024-03-01,5881,Swiggy,Pune,Online
2024-02-01,2670,Swiggy,Mumbai,Food
2024-01-03,286828,Unknown,Mumbai,Food
2024-01-22,5808,Zomato,Pune,Food
2024-02-27,8553,Flipkart,Bangalore,Online
2024-01-25,2722,Swiggy,Mumbai,Food
2024-02-12,2254,Amazon,Pune,Food
2024-01-02,9337,Swiggy,Mumbai,Transfer
2024-01-02,115406,Unknown,Pune,Online
2024-02-01,2616,Zomato,Pune,Food
2024-01-30,2836,Flipkart,Mumbai,Online
2024-02-25,2712,Flipkart,Delhi,Food
2024-01-11,171792,Unknown,Pune,Online
2024-02-29,5411,Zomato,Pune,Food
2024-01-11,4715,Swiggy,Pune,Transfer
2024-02-19,8941,Amazon,Mumbai,Online
2024-02-12,5181,Flipkart,Mumbai,Online
2024-02-02,896,Zomato,Bangalore,Food
